patient_id,Bpbo_perml,Bpbref_perml,Trpbo_perml,Trpbref_perml,kBtumorprolif,KBptumor,KTrptumor,BT_ratio_tumor_init,Btumor_perml_init,tumor_burden_factor,kBapop,kBkill,fBkill,kBprolif,kTaexit,kTact,fTadeact,fTap,kTaapop,fTaprolif,fTrapop
19,250000.0,250000.0,500000.0,500000.0,0.00036042544831140774,12110.980214708703,590.126767321336,10.261337805165196,3027745053.6771755,0.9316138626699001,0.010185637675415889,229.67366184997536,0.058035943028334404,0.030264225942384045,0.3234360010242171,5.316206308198052,0.0023137266233625915,6.951679268722915,0.16577713162913,3.282620669781384,0.4315238607995469
22,250000.0,250000.0,500000.0,500000.0,0.06324160452380098,12635.57737681722,118.02853596383949,53.527637505765526,3158894344.204305,0.9719674905244016,0.012547230287918982,241.8904247637434,0.06867555187650534,0.042305864870921146,0.14471257888402522,9.868164372223806,0.01970234776489196,2.5482481994171833,0.0506304033065761,0.7169921630579391,0.3087783963832332
26,250000.0,250000.0,500000.0,500000.0,0.08565170850528908,12505.618960063275,746.1375930350179,8.38023648506634,3126404740.0158186,0.9619706892356366,0.024897028157643497,232.286695822771,0.34711373557556147,0.013297783807494483,0.1018806440641011,5.100137504627137,0.006710817216937847,2.3510842207827327,0.08956360421031768,1.920109546956845,0.5066199491658052
29,250000.0,250000.0,500000.0,500000.0,0.06611867304833166,13143.247248067246,1281.9377687086787,5.126320313234355,3285811812.0168114,1.0110190190820958,0.01235988390927408,278.43051747886585,0.011230247645695598,0.013937674267871717,0.16034899955766257,5.337973499695019,0.00698420377553097,7.480206440825512,0.15099999851050655,2.385908647463381,0.2881883216833464
38,250000.0,250000.0,500000.0,500000.0,0.024492450597178698,12750.47074904717,98.78603329932861,64.53579682874982,3187617687.2617927,0.9808054422343978,0.018873283801080384,493.1503432145841,0.022235384861410062,0.04791313456096466,0.17803365945405328,8.22808326775237,0.01108133900750912,7.194300980225309,0.052897285440364435,3.759058715674527,0.19213590764305047
40,250000.0,250000.0,500000.0,500000.0,0.10840855597870737,12682.073042274285,136.01104882491475,46.621480945271415,3170518260.5685716,0.9755440801749451,0.026527549188523736,249.89951540575507,0.14080055650534365,0.028316698516529976,0.2836111514145735,7.810417232318839,0.008247911413263235,7.266084191670785,0.040655684298135084,1.6424264305465623,0.5519063806449366
43,250000.0,250000.0,500000.0,500000.0,0.1360601983662206,11972.105363987066,456.9559340135287,13.099846695100165,2993026340.9967666,0.920931181845159,0.036444901642241186,340.02110698548,0.013035492508607908,0.015642937135122232,0.15095604899626083,7.429652888031525,0.004080020062114244,8.995000404911098,0.06225454223281847,5.3115779379940555,0.34103901078990845
44,250000.0,250000.0,500000.0,500000.0,0.12070020920066202,12535.774020618113,1212.3384692172253,5.1700801133169225,3133943505.154528,0.9642903092783164,0.02160120353761269,472.6854431420341,0.026102919160202617,0.010454937435251183,0.20746804387124346,9.72100283559292,0.007865792825194062,3.677821258004518,0.030394297991063177,2.7664244349349154,0.9027582098454373
45,250000.0,250000.0,500000.0,500000.0,0.0034433277370483238,12175.916427343402,436.14861886144854,13.958448910291436,3043979106.8358502,0.9366089559494924,0.01409261089345256,443.7256680275925,0.03491683999966489,0.03521572023335157,0.21812847524187629,5.586692797293553,0.009717963411069194,2.83129648502709,0.029497537243198313,2.4135493909463595,0.34953483411202435
48,250000.0,250000.0,500000.0,500000.0,0.14829653200303622,12635.772942466967,1096.2717496894847,5.763066021744155,3158943235.6167417,0.9719825340359205,0.016850357564260527,238.7106887189948,0.27313461496005,0.014309167338120167,0.16247295071550372,5.858117797671907,0.025116251647373636,5.638742716103071,0.0914160983929182,6.26719706477989,0.06692030547068668
52,250000.0,250000.0,500000.0,500000.0,0.06349773787967528,13186.51745386103,714.766502196322,9.224353277148362,3296629363.4652576,1.0143474964508485,0.010527477110841465,266.52819938263934,0.05670730428965354,0.01631869183850317,0.14753081017821246,6.5241213879877336,0.0037140607031106096,1.7890174285870635,0.051929471089286826,4.22020787902947,0.25481891684606817
58,250000.0,250000.0,500000.0,500000.0,0.054950881785436376,14216.695464590714,767.0646012161214,9.266947948094101,3554173866.1476784,1.0935919588146703,0.018670945776415083,487.5013910751529,0.04271047665249031,0.05324913446536779,0.13216462041608384,8.205242528354326,0.022681340325048566,1.8241920377510437,0.0935243311325642,6.226669820264988,0.11218889208802686
60,250000.0,250000.0,500000.0,500000.0,0.13196489161547661,12006.062518961005,273.53725156362754,21.94593688854162,3001515629.7402515,0.9235432706893082,0.032616519906030046,342.6592372458124,0.23251252760584162,0.033417349288563256,0.10993739352022341,7.571802842838462,0.07692187156046619,6.241745924849861,0.13867316231036209,1.9277876924435562,0.5280031197679411
64,250000.0,250000.0,500000.0,500000.0,0.009492981880493195,11923.566116773154,246.07618406757874,24.227387469359165,2980891529.1932883,0.9171973935979348,0.014842959083868575,335.9532062535715,0.010981295597071488,0.015767514871631447,0.27641045034129996,5.475840210935938,0.07607713078791943,7.018999646162458,0.07682769218678465,5.353782128266186,0.249030685623734
65,250000.0,250000.0,500000.0,500000.0,0.004075042700048282,12404.911775975475,869.834674123324,7.130614670240614,3101227943.993869,0.9542239827673443,0.03507673936120554,278.26217876087895,0.0354417424426457,0.015567371878321938,0.1925689840667939,5.553446082080528,0.05585261551397849,4.53226494528865,0.036872094512607936,0.9609696310456286,0.41225295795214506
66,250000.0,250000.0,500000.0,500000.0,0.12238921557709408,14014.842261939502,167.13866832151302,41.92579252510294,3503710565.4848757,1.0780647893799618,0.03288451752641176,284.94604517135645,0.09738762972694122,0.016369384552467846,0.24329590670550297,8.159088894026619,0.0017395804799573613,2.6101965168425916,0.028878315303617678,1.528714410883571,0.5665907451116737
67,250000.0,250000.0,500000.0,500000.0,0.060868646935405585,12026.034061601566,1367.857648997005,4.395937717064262,3006508515.4003916,0.9250795432001204,0.01819367674296201,443.43677332127885,0.007292807956384966,0.05008102643515996,0.17781843715505252,6.302627836643573,0.04377299694832465,3.5217822885550185,0.07331556112056921,1.9595012703735486,0.7533311255492755
68,250000.0,250000.0,500000.0,500000.0,0.052119935351814216,12822.226858962531,1514.7875127115599,4.232351650433789,3205556714.7406325,0.9863251429971177,0.0210555580685246,413.34332493569656,0.01925875040867791,0.02740107141644281,0.12412948899160371,8.310078916201459,0.008493964542720157,1.9163012432144662,0.07205497856261983,2.4140113984787934,0.09062243433307934
69,250000.0,250000.0,500000.0,500000.0,0.10684261697239962,13865.361573790422,595.0466720138339,11.650650466513385,3466340393.4476056,1.0665662749069555,0.016818637425891143,376.2016508065654,0.009124683499698435,0.025209477216927605,0.25548639887347674,5.147613981051654,0.02872173564183261,3.737206688101667,0.14458452125191074,0.8337170216768882,0.1734110323040671
71,250000.0,250000.0,500000.0,500000.0,0.03755548989376245,14126.780769979701,1162.0388378173072,6.078446051129609,3531695192.4949255,1.0866754438445925,0.016201264989083065,481.8659936835093,0.03539838272433254,0.03676408658567758,0.10116463468394384,5.504254606293977,0.04582924378115027,3.995694461569503,0.13345508054963612,5.148151070080368,0.09731605421223079
72,250000.0,250000.0,500000.0,500000.0,0.04344736190745038,13204.528494189597,1383.1918762564637,4.773209241919118,3301132123.547399,1.0157329610915073,0.024207113126540964,285.7402613937169,0.07884591818416548,0.02133951603484151,0.17725275319260322,7.89946478452676,0.04034619194267329,1.8337829039571902,0.032966410347715934,3.3896130285919686,0.08183694604002127
75,250000.0,250000.0,500000.0,500000.0,0.00797738211774946,13108.964383288872,350.06976015331975,18.72336013477364,3277241095.822218,1.0083818756376055,0.016002045220909936,477.22239974948974,0.013420833366961933,0.028978289110753563,0.11292395792369306,6.564442365927397,0.005235547414078024,7.38273208319663,0.022115282606332134,2.700508250501291,0.13777645353919493
82,250000.0,250000.0,500000.0,500000.0,0.061412243288631964,12893.476221066992,84.4814216413533,76.30953628954849,3223369055.266748,0.9918058631589994,0.018608684016424046,318.19820505055856,0.1243060344711211,0.034582969368656784,0.2995985622769701,6.5329779688529195,0.06764708853139792,2.2951006947230206,0.06913005083403395,3.234129161769468,0.6590275663276222
83,250000.0,250000.0,500000.0,500000.0,0.12233799753155394,13835.526658548515,245.75806971682192,28.148672136159536,3458881664.637129,1.064271281426809,0.011230490743061053,442.97632784154075,0.06581264564340748,0.016115792365625353,0.20543158949557136,9.535083522576233,0.01382584114978204,2.9269449229445885,0.04876432644891591,1.3113942621004524,0.1705156252618146
84,250000.0,250000.0,500000.0,500000.0,0.13777874277077495,14155.707757146743,180.75878815126885,39.15634725682182,3538926939.286686,1.0889005967035956,0.018363316232381754,404.2002854640514,0.2043561150250936,0.04101894949414849,0.10001917428582409,6.457600240565148,0.033710260711230844,8.909212138911908,0.10130493871148732,3.6449658624926853,0.41616778199912674
85,250000.0,250000.0,500000.0,500000.0,0.007411758954869091,14107.960038132318,1040.1870082843695,6.781453683699269,3526990009.5330796,1.0852276952409476,0.014687276746360169,256.0715888956932,0.1779800270452014,0.041600601106678285,0.135765019926704,7.024491903853017,0.0026026989866821467,3.1787036783359897,0.026358887610929905,2.5123059036735307,0.10820282462825158
88,250000.0,250000.0,500000.0,500000.0,0.1476744763193506,12304.516133433988,130.2004171348697,47.252214717131835,3076129033.358497,0.9465012410333837,0.03482923952922094,387.7397468810013,0.018010397166061006,0.04251260717907603,0.1303085054971506,8.253071211699703,0.007070058882920744,2.6346634555541044,0.030051720442088446,6.27111652940661,0.6514479120383178
89,250000.0,250000.0,500000.0,500000.0,0.0499281366496433,12370.80770992145,766.159652846428,8.073257097239171,3092701927.4803624,0.9516005930708807,0.016676845188157187,265.0479240988945,0.01217106244461074,0.01879285147231916,0.18110356951703574,6.047120717523691,0.0025473191580965195,1.2985740595997546,0.05139634282578858,4.247239912506625,0.22038600633057376
90,250000.0,250000.0,500000.0,500000.0,0.11590183513153075,12202.28488942706,1343.9578121648822,4.539683009011757,3050571222.356765,0.9386372991866969,0.020484888767993713,397.8774375512349,0.17308100022038816,0.03390891943437523,0.15463070505092116,5.832317739423758,0.02385470718380194,3.193988318514428,0.04450374490144392,1.0036828757634038,0.35667371593719055
92,250000.0,250000.0,500000.0,500000.0,0.08034647293034208,12630.96083232404,959.5114268544579,6.581975200510015,3157740208.0810103,0.971612371717234,0.017706718648643986,434.237394652761,0.021192739044173705,0.012830868389609878,0.2292375535637738,8.087844465770274,0.04146595948308602,2.878035032590258,0.05415038141510832,1.9234623139575078,0.436426255472125
93,250000.0,250000.0,500000.0,500000.0,0.08641966507103424,13401.005400756338,395.12697548232666,16.957846758498196,3350251350.1890845,1.030846569288949,0.021840133331198986,329.5199184241791,0.011668573671064632,0.015468300682925163,0.14125242567633942,6.420545293060476,0.00172682395227242,6.665040437075137,0.04186374724506887,2.036427552270322,0.17771869700712992
94,250000.0,250000.0,500000.0,500000.0,0.025654954652877846,12738.400846164881,807.3761085671639,7.888765044566092,3184600211.54122,0.9798769881665292,0.01095890626490908,242.33847162138136,0.3096511099898051,0.051564442412160114,0.30882137996119796,7.842039129517262,0.019907760256228722,2.3000749243213736,0.04001461972195074,1.8122960493950746,0.12800530700220217
96,250000.0,250000.0,500000.0,500000.0,0.10492692083893214,13992.361098246072,314.71727453853026,22.23004936535985,3498090274.561518,1.0763354690958518,0.01018923063525107,273.71556816736916,0.0061431102413885205,0.01689657089434291,0.12551097772665834,8.110048249705237,0.008756449133100367,6.754381547738996,0.044036111096551464,1.705765658792119,0.08851121199707167
99,250000.0,250000.0,500000.0,500000.0,0.05689901472216918,12700.290965814143,491.48038722857575,12.920445348216452,3175072741.453536,0.9769454589087804,0.019011836479805394,473.53478220264714,0.3560153148737701,0.03145750415001333,0.2843503129476056,8.259432022863678,0.0022852354734549515,3.4248241138991817,0.1670214806233423,2.113005627947058,0.4188441382634854
102,250000.0,250000.0,500000.0,500000.0,0.02483220147220496,13121.489969917871,772.4009055199133,8.493963352545284,3280372492.479468,1.0093453823013747,0.021339552073827695,448.54601095990705,0.00501052651170647,0.03791057019126235,0.10927435843141775,6.210966331940986,0.0933810165477831,5.006590793559774,0.09919990600864395,1.0706600986234325,0.15281508982099393
106,250000.0,250000.0,500000.0,500000.0,0.12663257235090492,11809.63345730628,326.35419359722414,18.093276705188213,2952408364.32657,0.9084333428697139,0.014872003854274252,357.5596079767731,0.006086455055318549,0.01755661397296001,0.1688610936288014,5.635537261068543,0.04157667910811779,5.965670756658771,0.05207605480188661,0.9602420138943166,0.410387605270677
107,250000.0,250000.0,500000.0,500000.0,0.08712291668278728,11883.279927609276,1337.132093461493,4.443569930644063,2970819981.902319,0.9140984559699443,0.024927229464235832,269.2123744206586,0.014893494370980151,0.03125790682317944,0.2102295150520735,5.109497085636573,0.005291140780518793,1.3852909204828943,0.03543894682763196,3.4241965417092706,0.37520039097380947
109,250000.0,250000.0,500000.0,500000.0,0.016127373401284995,11990.147247565461,183.2622145924504,32.71309166002898,2997536811.891365,0.9223190190434969,0.03522388352359904,299.2733739280054,0.08083937866884382,0.029829238500069785,0.2494581693062054,5.355422216269503,0.04825907895422232,1.860817638975818,0.08568111684908733,2.48041719425582,0.9387865661602378
110,250000.0,250000.0,500000.0,500000.0,0.12320408973989863,11809.141634056345,789.5545185622169,7.4783573245587,2952285408.5140862,0.9083955103120265,0.013026731643245035,231.40895686153718,0.21609417855532223,0.03163299468301193,0.19357382711826776,6.047304141179165,0.024433336755745067,2.81190110521355,0.08423486601812179,1.2622608104268775,0.6513511965803486
112,250000.0,250000.0,500000.0,500000.0,0.05360333455939182,13374.161364461286,760.0738104231366,8.797935924812242,3343540341.1153216,1.028781643420099,0.025830824036096885,292.58969179323043,0.07689755768124504,0.01634417121649154,0.12406381779505735,9.12915733201033,0.0052240867979614835,5.915701946471774,0.1381970348797806,1.0698911929852704,0.22694552526690975
113,250000.0,250000.0,500000.0,500000.0,0.0661870036431703,13051.202935167397,980.0042805796929,6.658747922737306,3262800733.791849,1.003938687320569,0.015854039468577764,389.09477488217453,0.037887647618137885,0.02140279726804023,0.1688622987067817,9.309186631257031,0.040366159791797654,4.6995342223198895,0.02253736046209949,1.175099984448088,0.6251723735575089
114,250000.0,250000.0,500000.0,500000.0,0.057729253821411634,13493.555717024128,307.8510820701343,21.915719162471614,3373388929.256032,1.0379658243864713,0.018620843047793496,467.6531091252546,0.09522435159609073,0.020774861453088486,0.20779905753671526,6.297952179470113,0.039840874460118234,9.206725136403131,0.060459846884210536,1.74064242516837,0.08599179609286528
116,250000.0,250000.0,500000.0,500000.0,0.07529572225833352,11724.678745197185,522.1888108939102,11.226474505578038,2931169686.2992964,0.9018983650151681,0.011238464292768185,325.2462908785194,0.05747917270931407,0.030002510417345238,0.2590971872771165,5.116795825478964,0.016386728854273912,1.4159070393093292,0.024715075345930593,4.399151860459271,0.28391983509476315
123,250000.0,250000.0,500000.0,500000.0,0.027244901751098314,14220.962711179636,277.1296346206309,25.657600152807614,3555240677.794909,1.0939202085522797,0.0368115391217469,304.95525838004215,0.015278082264491599,0.027649009422043878,0.14551911185776617,6.523780775901165,0.03748673402152021,7.110332283937758,0.02480581200911227,4.829951308135173,0.1365805675633931
124,250000.0,250000.0,500000.0,500000.0,0.10258169760069077,12787.404693968532,1585.956211384509,4.031449482077874,3196851173.492133,0.9836465149206564,0.03590941302843185,369.55775780674446,0.1700856375866423,0.04254679296031653,0.12901716385390632,5.335348894204641,0.005480643770380553,1.7058156088793868,0.12444675659652084,4.491317540631838,0.22719876550070453
129,250000.0,250000.0,500000.0,500000.0,0.1284762487920805,11791.858627455644,335.5323470914607,17.571865618430785,2947964656.863911,0.9070660482658188,0.01579856648402908,266.86762008982726,0.015684112415823404,0.027542010389140413,0.12667787558302884,6.821737425103942,0.08433714238957736,5.1885660027103375,0.022347533112270064,1.3919027354952234,0.6326505641393521
130,250000.0,250000.0,500000.0,500000.0,0.10843488845006177,13693.63624828432,191.81655791291922,35.69461468102495,3423409062.0710797,1.053356634483409,0.019572682438018303,290.52380227163934,0.04139415440777979,0.022372057982161617,0.24302975903330973,8.450494668780816,0.0017077265714161528,6.848326030530827,0.15120465376289913,1.5849842996452577,0.0849836842691089
131,250000.0,250000.0,500000.0,500000.0,0.04013352320076792,13084.327885898821,1469.441570792086,4.452142958922097,3271081971.474705,1.0064867604537555,0.024647339737963462,286.31208606537564,0.017789471345820235,0.04257773473289918,0.2717766435117816,5.479268690091788,0.00725838301714543,7.8963642312784,0.022860325872932165,1.9054445159988338,0.5856466059091441
132,250000.0,250000.0,500000.0,500000.0,0.10252025238492732,12715.772540251972,995.2413827754572,6.388285676380913,3178943135.062993,0.9781363492501517,0.022637976667360865,339.113401489559,0.019707714400257256,0.04289692721295023,0.1215157781942056,8.266368694730055,0.014805637274356673,6.077207404332201,0.024038164322843836,2.8585077514236272,0.13948605180148776
135,250000.0,250000.0,500000.0,500000.0,0.033323298862087375,13040.916474481774,228.5434091000893,28.530502204879987,3260229118.6204433,1.0031474211139826,0.0393481554499265,250.7975384552022,0.02629262704064593,0.032018091496327214,0.13396002546599797,5.346847254645457,0.01049735570972094,4.061694235175238,0.024806775644322102,1.6784380095017024,0.8084197523632576
136,250000.0,250000.0,500000.0,500000.0,0.12149778304580557,12745.79375486317,197.0745755438172,32.33748878994616,3186448438.7157927,0.9804456734510132,0.030739524971254296,264.78191858520995,0.0062385432329233655,0.01310381018635581,0.1519526600140281,9.35362296993251,0.006276823145326012,1.5601141856373544,0.02061378062418302,4.1802217783929185,0.5594673285808324
139,250000.0,250000.0,500000.0,500000.0,0.054605247116365385,12822.065934200184,211.8337868008586,30.264449613635037,3205516483.550046,0.986312764169245,0.026255792651293273,281.85014933910617,0.011202474451667166,0.023242687163863057,0.12287364584658023,8.979804269898203,0.04063643712791461,4.3904000655320905,0.13772470519108346,0.7797874580351938,0.12438737763794343
141,250000.0,250000.0,500000.0,500000.0,0.11613449404405106,11869.813936895976,788.1632670552245,7.530047664644774,2967453484.2239943,0.9130626105304598,0.03968612157706593,286.4899580728915,0.010494450572783887,0.03296797513173776,0.22933930084019233,8.123003180817113,0.00339443315836039,3.572530290109567,0.0625067963972144,4.601556476383613,0.3020801371374616
145,250000.0,250000.0,500000.0,500000.0,0.03354185263404955,12853.75207816092,1404.9268841680616,4.574527052976272,3213438019.54023,0.9887501598585322,0.019310790114409525,425.6579838278504,0.00776507607613946,0.03225536904560063,0.26421112712863404,8.737966795648061,0.03210758481873792,6.442867350493371,0.11673823195707404,2.7903702202519485,0.3218850313339962
149,250000.0,250000.0,500000.0,500000.0,0.09198468156058318,14149.436199946384,146.63769403026217,48.246244915125004,3537359049.986596,1.088418169226645,0.015506051211844382,410.0958201743368,0.005196169736812913,0.02093146612362097,0.24914366263427745,5.25584369867107,0.049487361417722114,1.8836856853675839,0.02285611617374971,2.225307572404793,0.08618475783364839
151,250000.0,250000.0,500000.0,500000.0,0.05542630014675178,12549.191650791012,117.21379729927547,53.53120511380524,3137297912.697753,0.9653224346762317,0.03783936231693226,397.36899779092937,0.029077604023272523,0.04091241555366686,0.13413147788690835,6.597915438667008,0.009184504450812286,1.4269799566657217,0.030851849958217867,1.1277206310959687,0.49757229242713585
153,250000.0,250000.0,500000.0,500000.0,0.030725502322650037,12786.719510617871,87.50503409033807,73.06276515141502,3196679877.654468,0.9835938085090671,0.015462344393360326,417.8141132386182,0.03445841342576132,0.012366681415785489,0.1838550781019462,5.864388391165406,0.0106087968240751,6.84291808343314,0.08097363125974365,4.802895713326442,0.1727652749290027
156,250000.0,250000.0,500000.0,500000.0,0.008002981076544185,13870.577478336636,762.3872797775708,9.09680542045732,3467644369.584159,1.0669674983335873,0.023468257927991582,360.61874761534756,0.13216938235825623,0.04001318295058492,0.18794544241391833,7.273716486745086,0.008000129303792796,3.999924616733942,0.07979951041138168,1.3304378724565382,0.49537845057278407
159,250000.0,250000.0,500000.0,500000.0,0.14722393884245522,12331.098197866659,436.0117322158546,14.140787147170105,3082774549.466665,0.9485460152205122,0.028691779935082522,499.36868938827376,0.08574621033278765,0.04221135424287623,0.3287201945423266,8.33669801449543,0.027717785490748114,1.8824945755341544,0.11523845657186099,0.9884003630057892,0.24066876860557146
162,250000.0,250000.0,500000.0,500000.0,0.03510959155221192,11796.948605558619,477.93890822915046,12.341481727516632,2949237151.3896546,0.9074575850429707,0.01916645808995302,474.5290248800463,0.010640861736055425,0.022234880665330164,0.1737769231976918,9.354231016828269,0.008024011872711975,4.361772544778512,0.06607335697340691,3.2451366220727236,0.6075872398614812
176,250000.0,250000.0,500000.0,500000.0,0.029977756525196613,14007.754716340849,876.8544162139115,7.987503089066733,3501938679.085212,1.0775195935646806,0.02242414072826678,225.95928980339517,0.014560631957900857,0.03211808171284846,0.12626429282453877,6.9129509101019355,0.004738019780914379,1.608926018003037,0.07209553088917399,2.182539025135578,0.25183980422571556
181,250000.0,250000.0,500000.0,500000.0,0.07104573630866445,13269.976403954479,1129.3259630425414,5.8751754755569205,3317494100.98862,1.020767415688806,0.022251899388428396,270.7633217109552,0.09907323068268536,0.015742417786779844,0.253988390419757,5.6083605333527204,0.005196253413428956,4.912639797192118,0.1366488157730887,1.1488945009075053,0.3808102864335888
185,250000.0,250000.0,500000.0,500000.0,0.0646476557200031,13407.501701565645,808.3138559717725,8.293499859313222,3351875425.3914113,1.0313462847358188,0.03467276510358919,357.7294028599818,0.015933886413696342,0.04969786913012539,0.10149143338451765,8.586274920580188,0.04105975476493297,6.073883083065801,0.09248981719067367,0.8727969220815038,0.23472926208484587
186,250000.0,250000.0,500000.0,500000.0,0.05049797972642593,13819.78171294669,503.2774157718507,13.729785283283574,3454945428.2366724,1.06306013176513,0.016917726210059176,291.0676466891511,0.06626275355933661,0.019438223719043062,0.22451563287291565,9.807746555298733,0.023282672244357774,8.150961755428305,0.04862824993051387,3.89234562019544,0.2307330746590561
187,250000.0,250000.0,500000.0,500000.0,0.10469970649629627,12355.82594810622,265.16815116414,23.29809574389256,3088956487.026555,0.9504481498543246,0.010892452538304832,436.1915249251231,0.008487420262334877,0.012219815622412629,0.14902271781349496,7.605255886027304,0.060652776046921965,4.255376726381491,0.07046544417995744,2.650293320407592,0.07220028626197343
191,250000.0,250000.0,500000.0,500000.0,0.026036354018357567,13156.10540368578,272.87882951726186,24.106130598257984,3289026350.921445,1.0120081079758292,0.02611166077217278,231.62411004876157,0.02697845583204432,0.02438866630236286,0.14160198976005123,8.598836764537023,0.08922858239526002,4.394087738325234,0.07684770244855203,1.2374048668363467,0.0960804769913818
192,250000.0,250000.0,500000.0,500000.0,0.031702265611333026,12994.53270215371,800.7728995961503,8.113744051969777,3248633175.538428,0.9995794386272085,0.013737274041652276,450.79649375194595,0.01536737216847491,0.010667026475528581,0.16612137746028405,6.1400580102563085,0.03102324352438378,1.612137568965164,0.03413110663355472,1.15857695786226,0.42487716561381195
197,250000.0,250000.0,500000.0,500000.0,0.09799487755589317,13467.066667875373,387.0784603914567,17.39578411862027,3366766666.9688435,1.0359282052211827,0.012797969288908582,438.4345972832668,0.04184441387253968,0.020563675582748887,0.3457625581329352,6.655858105907895,0.009012947562199603,3.2283208134271213,0.04451568321437975,0.7553261671853826,0.5308669879469134
198,250000.0,250000.0,500000.0,500000.0,0.10688564072178784,12273.77459020118,722.1933559782394,8.497568198738042,3068443647.550295,0.9441365069385522,0.03269832049317594,442.5550389137067,0.32018443312701395,0.013622018878576957,0.1046391842135098,6.456832198107252,0.023708782854912607,2.573101499308823,0.0296463321555985,3.2138355902794817,0.135244728494659
199,250000.0,250000.0,500000.0,500000.0,0.014048708081128635,11941.582688610837,175.84610815943637,33.95464026358669,2985395672.1527095,0.9185832837392952,0.018065067014763386,424.08457336153066,0.019181728371454737,0.0339871920674812,0.22443567477678714,7.265246497985622,0.008750901811216934,4.211166142448336,0.08326820075032695,5.500786813616992,0.7329063561741147
202,250000.0,250000.0,500000.0,500000.0,0.06112211630693512,11847.517271643836,133.26325089428562,44.45155431876028,2961879317.910959,0.9113474824341412,0.011991430732901525,433.9134021053006,0.03997428351572597,0.04007496450132088,0.11245425625595541,6.719851161540223,0.00630023065763295,1.5901385523400255,0.1028967551110859,1.9799804944522468,0.4074974698772996
